"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"Gridsum 国双","NLP工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","自然语言处理","10:00  ","六险一金、弹性工作、奖金丰厚、技术牛人多","工作职责：","北京-海淀区-中关村-知春路76号翠宫饭店写字楼8、10、11、12、14层","2018-08-13 21:18:33"
"智课网研发部","NLP研发工程师","20k-30k","北京 ","经验不限","本科及以上","全职","后端开发","2天前  ","七险一金,绩效奖金,牛人带队,发展空间大","岗位需求：熟练使用Python/Java/C/C++编程；掌握自然语言处理和机器学习的基础理论和方法，对其中某方面核心算法理解透彻，有实际工程经验；熟悉Linux/Unix操作系统；对解决具有挑战性问题充满激情；加分项：有文本校对，评测经验；从事过深度问答项目问题理解、语义分析、答案推理计算等研发工作，从事过句法分析、命名实体识别、知识图谱等nlp相关工作；具有深度神经网络DNN理论基础及实战经验者；对于语言学有一定了解；在机器学习领域的会议/期刊发表过论文；","北京-海淀区-交通大学-上园村3号北交大知行大厦2层","2018-08-13 21:18:39"
"誉存科技数据部","自然语言处理工程师","8k-16k","重庆 ","经验3-5年","本科及以上","全职","NLP | 数据分析","2018-08-09  ","学习系统化,行业前三,培养系统化,高激励","岗位职责：","重庆-渝北区-光电园麒麟C座","2018-08-13 21:18:42"
"字节跳动","NLP算法专家","28k-45k","北京 ","经验3-5年","硕士及以上","全职","算法","2018-08-09  ","六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 21:18:56"
"逸途科技研发","NLP工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","3天前  ","发展前景,薪酬福利,牛B团队","职位描述：","北京-朝阳区-酒仙桥-酒仙桥路4号宏源大厦","2018-08-13 21:18:59"
"达闼科技NLP(CN)","自然语言处理工程师","20k-40k","北京 ","经验1-3年","学历不限","全职","人工智能 | NLP | 算法","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳",,"北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 21:19:02"
"天壤智能","自然语言处理","25k-50k","上海 ","经验1-3年","本科及以上","全职","NLP | 搜索 | 算法 | 人工智能","2018-07-18  ","人工智能,带薪年假,免费零食","自然语言处理的基础知识。在问答系统，信息检索和搜索引擎有一定研究！","上海-长宁区-虹桥-圣骊虹桥创意园2号楼218","2018-08-13 21:19:04"
"爱奇艺搜索广告部","自然语言处理","30k-40k","北京 ","经验3-5年","硕士及以上","全职","文化娱乐 | NLP | 算法","10:09  ","几亿的搜索query、千万级别的独立搜索词","* 爱奇艺福利：14薪、12天年假，超一流的行政团队，日常活动多多, 没有996，周一到周五及周末自愿加班都有丰厚的加班补贴   ","北京-海淀区-中关村-海淀北一街爱奇艺创新大厦12层","2018-08-13 21:19:07"
"联想集团PC&SD","自然语言处理专家","30k-60k","北京 ","经验5-10年","本科及以上","全职","机器学习 | NLP | 模式识别 | 算法","09:04  ","优秀团队,福利待遇好","Position Description:","北京-海淀区-西二旗-联想集团联想研究院","2018-08-13 21:19:09"
"数美研发中心","NLP","20k-40k","北京 ","经验1-3年","本科及以上","全职","大数据 | NLP | 数据挖掘","07:12  ","BAT团队,互联网氛围,七险一金","工作职责：","北京-朝阳区-望京-望京诚盈中心","2018-08-13 21:19:12"
"杭州明霖大数据部","自然语言处理工程师","20k-30k","杭州 ","经验3-5年","本科及以上","全职","视频 | 机器学习 | 深度学习","3天前  ","周末双休,年终奖,多次调薪,弹性工作时","岗位职责：","杭州-滨江区-江南-滨盛路1505号银丰大厦21楼","2018-08-13 21:19:15"
"Amino","自然语言处理工程师","40k-70k","上海 ","经验3-5年","硕士及以上","全职","NLP | 算法 | 数据挖掘","17:38  ","工程师文化,国际化团队,国际交流,股票期权","Responsibility","上海-静安区-静安寺-静安寺","2018-08-13 21:19:17"
"英威诺研发部","NLP自然语言处理工程师","20k-40k","深圳 ","经验3-5年","本科及以上","全职","NLP | 算法","15:28  ","发展空间大，弹性工作，股票期权，待遇优厚","岗位描述：负责对新闻资讯和各种文本的NLP算法研究和工程实现：1.中文自然语言处理的研发，包括海量数据挖掘、实体和实体关系抽取、n-gram分析、新词发现、热点发现、分词、句法分析、同义词、纠错等、知识库建设；2. 对LDA主题模型，对Word2vec和Doc2vec技术深入研究并投入到生产环节。 岗位要求：1.计算机或相关专业硕士以上学历；2.有自然语言处理，数据挖掘，搜索引擎 相关经验，从事自然语言相关的技术开发2年及以上；3. 熟练掌握至少一种编程语言，Java、C++、Python； 足够靠谱的编码和工程能力。4.良好的团队合作精神，较强的沟通能力。","深圳-南山区-科技园-高新南四道18号创维半导体设计大厦西座6楼605－610单元","2018-08-13 21:19:20"
"超对称","NLP工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","大数据 | NLP | 深度学习","11:22  ","股票期权,弹性工作,带薪年假,扁平管理","工作职责：1、针对海量文本内容进行中文分词、语义识别、自动文本聚类和情感分析等文本挖掘的工作；2、为公司产品加入文本挖掘功能，在实际场景中有效运用成熟的文本挖掘算法，将文本挖掘技术产品化；3、参与小组的产品设计讨论，共同讨论和设计产品。任职要求：1、知名高校毕业，熟练掌握自然语言处理领域的基础理论和方法，熟悉中文分词、语义分析、文本聚类、情感分析等基础算法和应用；2、拥有编程能力，可以通过编写程序实现和运用文本挖掘的算法解决实际问题，拥有根据实际情况调整和优化文本挖掘算法的能力，以达到最终的商业目标；3、拥有实际的文本挖掘的项目经验；4、熟悉软件开发流程和配置库的使用，拥有软件开发流程中的代码规范意识、配置管理规范意识、文档撰写规范意识和团队合作沟通交流意识。","北京-朝阳区-望京-望京soho塔2A座1509室","2018-08-13 21:19:22"
"马蜂窝技术研发部","自然语言处理研发工程师(NLP)","20k-35k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 搜索 | NLP","2018-08-07  ","大数据平台,精英团队,股票期权,千万级用","岗位职责:1. 负责马蜂窝语义分析核心模块的持续优化，包括但不局限于分词，词性标注、实体识别、句法分析、语义分析等；2. 负责从马蜂窝各业务的结构化和非结构化数据中建立基于关键词，主题的兴趣模型，并在搜索，推荐，广告业务中应用优化；","北京-朝阳区-朝阳区酒仙桥恒通国际创新园C9","2018-08-13 21:19:26"
"映客研发部","自然语言处理","20k-40k","北京 ","经验3-5年","本科及以上","全职","机器学习 | NLP | 算法","09:53  ","发展空间大,用户量大,环境好","工作职责：","北京-朝阳区-望京-望京绿地中心A座C区","2018-08-13 21:19:29"
"数沃科技研发部","自然语言处理工程师","12k-22k","广州 ","经验1-3年","本科及以上","全职","NLP | 人工智能 | 算法 | 建模","3天前  ","优秀团队,产品强大,发展空间大,弹性工作","岗位职责：","广州-天河区-石牌-黄埔大道西100号富力盈泰广场A塔15楼1501","2018-08-13 21:19:32"
"一下科技","nlp自然语言处理","30K-50K","北京 ","经验3-5年","本科及以上","全职","NLP","09:21  ","急需2个hc，急急急！入职有红包，有期权",,"北京-朝阳区-望京-浦项中心A座31层","2018-08-13 21:19:36"
"智慧芽","NLP自然语言处理工程师","20k-40k","上海 ","经验1年以下","硕士及以上","全职","NLP | 建模 | 推荐 | 算法","17:31  ","不打卡,晋升快,技术大牛","岗位职责：1、负责特定领域数据提取，主要为业务提供关键数据2、负责大规模文本数据库处理，包括生文本预处理、过滤，语言模型生成，未登录词识别等，语料库维护岗位要求：1、自然语言处理方向2年以上研究或工作经验，如分词、词性标注、实体识别、情感分析；2、熟悉NLP方向国际上的一些研究方向和热点；3、熟悉机器学习算法，熟悉文本语义分析算法；熟悉中文分词标注、文本分类、语言模型、知识库挖掘等NLP相关算法；4、精通python或Java，数据结构，良好的沟通和团队合作能力；5、有NLP方向系统工作经验；从事过实际爬虫开发、内容提取工作经验者优先；6、博士学历，211、985甚佳；NLP R&D EngineerPosition SummaryAs an NLP R&D Engineer you will have the key responsibility including but not limited to of researching and applying the latest trends in Natural Language Processing to our big data sets comprising of 120+ million patent documents and more. Responsibilities include planning and management of ETL statistical & textual analysis pipeline while creating meaningful features in our different products for our clients and stakeholders. The successful candidate also have a chance to lead and build up the team capabilities within PatSnap.Key QualificationsThe successful candidate should have significant experience in the following areas:• Master or Ph.D, research direction is Natural Language Processing• Domain Knowledge in Natural Language Processing / Machine Learning / Data Mining• Deep understanding in at least 3 of the following: Sentiment Analysis, Entity Extraction, Natural Language Understanding• Strong knowledge on deep learning for NLP• Experience with Word Disambiguation and Word Embeddings• Experience with open-source NLP toolkits such as CoreNLP, OpenNLP, NLTK, Gensim, LingPipe, Mallet, etc.• Strong understanding of text pre-processing and normalization techniques, such as tokenization, POS tagging and parsing and how they work at a low level.• Proficiency with common used programming languages such as C, C++, Python, Java and R• Expertise in producing, processing, evaluating and utilizing training data• Knowledge of Software Engineering best practices and standards• Experience working with engineers and product managers• Ability to present research progress to senior management","上海-闸北区-闸北公园-恒汇国际大厦12F","2018-08-13 21:19:51"
"InnoTREE金融部","自然语言处理工程师","25k-50k","北京 ","经验不限","本科及以上","全职","金融 | Java | 算法 | 机器学习","10:26  ","餐补,团建,成长空间","岗位描述：","北京-海淀区-苏州街-昊海楼402因果树","2018-08-13 21:19:54"
"智齿科技技术研发部","NLP工程师","30k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | NLP | 算法","17:02  ","五险一金,带薪年假,弹性工作","岗位要求：","北京-海淀区-中关村-苏州街3号大恒科技大厦南座8层","2018-08-13 21:19:57"
"脑洞科技技术部","自然语言处理工程师","10k-20k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习","14:42  ","地铁周边,股票期权,超长年假",,"深圳-南山区-科技园-高新区中区科文路9南门中钢大厦西座五楼","2018-08-13 21:20:01"
